,armor,attacker_4k_rounds_total,attacker_X,attacker_Y,attacker_Z,attacker_ct_losing_streak,attacker_current_equip_value,attacker_health,attacker_is_ct_timeout,attacker_is_terrorist_timeout,attacker_place,attacker_name,attacker_steamid,attacker_t_losing_streak,attacker_team_clan_name,attacker_side,attacker_total_rounds_played,ct_losing_streak,ct_team_clan_name,ct_side,dmg_armor,dmg_health,health,hitgroup,is_ct_timeout,is_terrorist_timeout,t_losing_streak,t_team_clan_name,t_side,tick,total_rounds_played,user_4k_rounds_total,user_X,user_Y,user_Z,user_ct_losing_streak,user_current_equip_value,user_health,user_is_ct_timeout,user_is_terrorist_timeout,user_place,user_name,user_steamid,user_t_losing_streak,user_team_clan_name,user_side,user_total_rounds_played,weapon,total_dmg
169,100,0.0,293.5993,-275.3985,99.03125,0.0,2400.0,100.0,False,False,SecondMid,ropz,7.656119799127232e+16,3.0,FaZe Clan,t,5.0,0.0,Natus Vincere,ct,0,5,87,generic,False,False,3.0,FaZe Clan,t,49776,5,0.0,1191.0771,39.260082,308.5176,0.0,6100.0,92,False,False,Apartments,b1t,76561198246607476,3.0,Natus Vincere,ct,5,inferno,5
170,98,0.0,1209.2863,303.93613,128.03125,0.0,6100.0,87.0,False,False,Apartments,b1t,7.656119824660747e+16,3.0,Natus Vincere,ct,5.0,0.0,Natus Vincere,ct,2,4,96,generic,False,False,3.0,FaZe Clan,t,50076,5,0.0,953.9683,156.51904,162.03125,0.0,4400.0,100,False,False,SecondMid,rain,76561197997351207,3.0,FaZe Clan,t,5,hegrenade,6
176,100,0.0,2289.1543,-69.46326,111.57024,0.0,5300.0,100.0,False,False,BombsiteA,w0nderful,7.656119906306883e+16,3.0,Natus Vincere,ct,5.0,0.0,Natus Vincere,ct,0,7,93,generic,False,False,3.0,FaZe Clan,t,55598,5,0.0,1466.514,179.1354,177.41623,0.0,4200.0,100,False,False,TopofMid,karrigan,76561197989430253,3.0,FaZe Clan,t,5,inferno,7
177,100,0.0,2291.343,-60.6109,112.575775,0.0,5300.0,100.0,False,False,BombsiteA,w0nderful,7.656119906306883e+16,3.0,Natus Vincere,ct,5.0,0.0,Natus Vincere,ct,0,8,85,generic,False,False,3.0,FaZe Clan,t,55610,5,0.0,1474.8134,131.89384,180.60977,0.0,4200.0,93,False,False,TopofMid,karrigan,76561197989430253,3.0,FaZe Clan,t,5,inferno,8
189,77,0.0,925.17535,1986.402,136.03128,1.0,5200.0,100.0,False,False,Banana,jL,7.65611981768783e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,20,30,70,generic,False,False,1.0,FaZe Clan,t,64136,6,0.0,199.24419,1298.8086,102.42842,1.0,5100.0,100,False,False,Banana,karrigan,76561197989430253,1.0,FaZe Clan,t,6,hegrenade,50
190,92,0.0,925.17535,1986.402,136.03128,1.0,5200.0,100.0,False,False,Banana,jL,7.65611981768783e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,8,13,87,generic,False,False,1.0,FaZe Clan,t,64136,6,0.0,134.561,1227.3693,93.325424,1.0,5100.0,100,False,False,Banana,frozen,76561198068422762,1.0,FaZe Clan,t,6,hegrenade,21
191,100,0.0,925.17535,1986.402,136.03128,1.0,5200.0,100.0,False,False,Banana,jL,7.65611981768783e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,0,100,generic,False,False,1.0,FaZe Clan,t,64136,6,0.0,155.5997,1081.418,88.29608,1.0,5100.0,100,False,False,Banana,broky,76561198201620490,1.0,FaZe Clan,t,6,hegrenade,0
193,100,0.0,785.7946,2303.6868,136.03146,1.0,7300.0,100.0,False,False,Banana,w0nderful,7.656119906306883e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,0,100,generic,False,False,1.0,FaZe Clan,t,64279,6,0.0,81.802895,1312.7743,98.10714,1.0,5100.0,100,False,False,Banana,broky,76561198201620490,1.0,FaZe Clan,t,6,molotov,0
194,100,0.0,785.7946,2303.6868,136.03146,1.0,7300.0,100.0,False,False,Banana,w0nderful,7.656119906306883e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,1,99,generic,False,False,1.0,FaZe Clan,t,64279,6,0.0,81.802895,1312.7743,98.10714,1.0,5100.0,100,False,False,Banana,broky,76561198201620490,1.0,FaZe Clan,t,6,molotov,1
195,96,0.0,274.3817,1311.7816,111.30887,1.0,5100.0,87.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,4,7,93,generic,False,False,1.0,FaZe Clan,t,64295,6,0.0,1038.8082,1852.2466,144.03125,1.0,5200.0,100,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,ct,6,hegrenade,11
196,85,0.0,322.63458,1695.7921,127.05868,1.0,5100.0,70.0,False,False,Banana,karrigan,7.656119798943026e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,11,16,77,generic,False,False,1.0,FaZe Clan,t,64405,6,0.0,1037.0273,1885.8402,144.03125,1.0,5200.0,93,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,ct,6,hegrenade,27
197,78,0.0,222.65527,1601.8042,110.83338,1.0,5100.0,99.0,False,False,Banana,broky,7.65611982016205e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,7,10,67,generic,False,False,1.0,FaZe Clan,t,64428,6,0.0,1036.9694,1883.8594,144.03125,1.0,5200.0,77,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,ct,6,hegrenade,17
198,100,0.0,214.08556,1449.206,108.7579,1.0,5100.0,87.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,0,1,99,generic,False,False,1.0,FaZe Clan,t,64711,6,0.0,809.8121,2473.6304,136.03146,1.0,5450.0,100,False,False,BombsiteB,iM,76561198050250233,1.0,Natus Vincere,ct,6,inferno,1
199,71,0.0,658.0315,2534.158,144.39511,1.0,5450.0,99.0,False,False,BombsiteB,iM,7.656119805025024e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,6,9,61,generic,False,False,1.0,FaZe Clan,t,64781,6,0.0,316.358,1966.1268,145.71365,1.0,5100.0,70,False,False,Banana,karrigan,76561197989430253,1.0,FaZe Clan,t,6,hegrenade,15
200,98,0.0,658.0315,2534.158,144.39511,1.0,5450.0,99.0,False,False,BombsiteB,iM,7.656119805025024e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,2,4,95,generic,False,False,1.0,FaZe Clan,t,64781,6,0.0,144.17783,1603.3191,108.76447,1.0,5100.0,99,False,False,Banana,broky,76561198201620490,1.0,FaZe Clan,t,6,hegrenade,6
201,91,0.0,658.0315,2534.158,144.39511,1.0,5450.0,99.0,False,False,BombsiteB,iM,7.656119805025024e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,1,2,85,generic,False,False,1.0,FaZe Clan,t,64781,6,0.0,241.23093,1496.621,113.81766,1.0,5100.0,87,False,False,Banana,frozen,76561198068422762,1.0,FaZe Clan,t,6,hegrenade,3
205,100,0.0,368.01392,1785.4148,130.72424,1.0,5100.0,85.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,0,8,91,generic,False,False,1.0,FaZe Clan,t,65095,6,0.0,852.5539,2469.5872,140.0843,1.0,5450.0,99,False,False,BombsiteB,iM,76561198050250233,1.0,Natus Vincere,ct,6,inferno,8
206,100,0.0,403.8924,1772.2241,134.03122,1.0,5100.0,85.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,0,8,83,generic,False,False,1.0,FaZe Clan,t,65108,6,0.0,863.9686,2426.2283,140.0843,1.0,5450.0,91,False,False,BombsiteB,iM,76561198050250233,1.0,Natus Vincere,ct,6,inferno,8
208,100,0.0,422.21344,1759.1844,134.03122,1.0,5100.0,85.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,6.0,1.0,Natus Vincere,ct,0,8,75,generic,False,False,1.0,FaZe Clan,t,65121,6,0.0,863.9686,2380.6597,140.0843,1.0,5450.0,83,False,False,BombsiteB,iM,76561198050250233,1.0,Natus Vincere,ct,6,inferno,8
218,51,0.0,864.8366,2239.7754,140.0843,1.0,5800.0,0.0,False,False,BombsiteB,Aleksib,7.656119801324333e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,30,46,0,generic,False,False,1.0,FaZe Clan,t,65303,6,0.0,342.8293,1825.5875,129.07664,1.0,5100.0,37,False,False,Banana,frozen,76561198068422762,1.0,FaZe Clan,t,6,hegrenade,76
219,73,0.0,864.8366,2239.7754,140.0843,1.0,5800.0,0.0,False,False,BombsiteB,Aleksib,7.656119801324333e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,27,41,59,generic,False,False,1.0,FaZe Clan,t,65303,6,0.0,267.68335,1726.3066,119.67381,1.0,5000.0,100,False,False,Banana,rain,76561197997351207,1.0,FaZe Clan,t,6,hegrenade,68
220,90,0.0,1279.459,2659.7488,132.98547,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,1,99,generic,False,False,1.0,FaZe Clan,t,68925,6,0.0,57.821396,2584.6252,161.03125,1.0,5000.0,100,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,1
221,90,0.0,1275.4912,2648.03,135.24242,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,2,97,generic,False,False,1.0,FaZe Clan,t,68938,6,0.0,53.972504,2582.5813,161.03125,1.0,5000.0,99,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,2
222,90,0.0,1277.0913,2648.0273,135.24304,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,3,94,generic,False,False,1.0,FaZe Clan,t,68951,6,0.0,36.77201,2576.9075,161.03125,1.0,5000.0,97,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,3
223,90,0.0,1277.0913,2648.0273,135.24304,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,4,90,generic,False,False,1.0,FaZe Clan,t,68963,6,0.0,21.773193,2563.7178,161.03125,1.0,5000.0,94,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,4
224,90,0.0,1277.0913,2648.0273,135.24304,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,4,86,generic,False,False,1.0,FaZe Clan,t,68976,6,0.0,8.986428,2560.3684,161.03125,1.0,5000.0,90,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,4
225,90,0.0,1290.0692,2657.9177,133.92488,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,5,81,generic,False,False,1.0,FaZe Clan,t,68989,6,0.0,4.404706,2565.5024,161.03125,1.0,5000.0,86,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,5
226,90,0.0,1305.9032,2690.6108,132.86824,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,6,75,generic,False,False,1.0,FaZe Clan,t,69002,6,0.0,3.474762,2571.92,161.03125,1.0,5000.0,81,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,6
227,90,0.0,1305.764,2730.5444,131.88506,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,7,68,generic,False,False,1.0,FaZe Clan,t,69015,6,0.0,2.5864377,2579.412,161.03125,1.0,5000.0,75,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,7
228,90,0.0,1305.495,2757.1558,124.03177,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,8,60,generic,False,False,1.0,FaZe Clan,t,69027,6,0.0,9.39189,2577.242,161.03125,1.0,5000.0,68,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,8
229,90,0.0,1301.8241,2755.6062,124.03176,1.0,5900.0,100.0,False,False,Ruins,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,0,8,52,generic,False,False,1.0,FaZe Clan,t,69040,6,0.0,24.39333,2554.4146,161.03125,1.0,5000.0,60,False,False,BombsiteB,ropz,76561197991272318,1.0,FaZe Clan,t,6,inferno,8
233,34,0.0,647.32294,2670.041,147.98122,1.0,4700.0,74.0,False,False,BombsiteB,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,6.0,1.0,Natus Vincere,ct,35,52,0,generic,False,False,1.0,FaZe Clan,t,69524,6,0.0,126.96875,3145.4688,164.40915,1.0,4800.0,38,False,False,BombsiteB,rain,76561197997351207,1.0,FaZe Clan,t,6,hegrenade,87
255,62,0.0,1773.0968,73.039856,129.56104,0.0,2000.0,24.0,False,False,BombsiteA,frozen,7.656119806842277e+16,2.0,FaZe Clan,t,7.0,0.0,Natus Vincere,ct,35,52,48,generic,False,False,2.0,FaZe Clan,t,77162,7,0.0,2581.0413,-83.341,94.51958,0.0,5200.0,100,False,False,Pit,b1t,76561198246607476,2.0,Natus Vincere,ct,7,hegrenade,87
260,98,0.0,482.25208,-264.96973,89.03125,1.0,5100.0,100.0,False,False,SecondMid,rain,7.65611979973512e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,2,3,97,generic,False,False,0.0,FaZe Clan,t,81805,8,0.0,1188.0315,362.56223,128.03125,1.0,4050.0,100,False,False,Apartments,b1t,76561198246607476,0.0,Natus Vincere,ct,8,hegrenade,5
261,100,0.0,683.31793,2118.4504,138.82689,1.0,4950.0,100.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,0,2,98,generic,False,False,0.0,FaZe Clan,t,83474,8,0.0,136.17603,1350.4617,97.65796,1.0,5100.0,100,False,False,Banana,frozen,76561198068422762,0.0,FaZe Clan,t,8,inferno,2
262,100,0.0,671.6966,2117.429,138.82689,1.0,4950.0,100.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,0,3,95,generic,False,False,0.0,FaZe Clan,t,83487,8,0.0,109.63665,1380.9835,100.99529,1.0,5100.0,98,False,False,Banana,frozen,76561198068422762,0.0,FaZe Clan,t,8,inferno,3
263,89,0.0,105.399254,1389.6476,101.63072,1.0,5100.0,95.0,False,False,Banana,frozen,7.656119806842277e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,11,16,84,generic,False,False,0.0,FaZe Clan,t,83490,8,0.0,673.3035,2115.5989,138.82689,1.0,4950.0,100,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,ct,8,hegrenade,27
264,90,0.0,105.399254,1389.6476,101.63072,1.0,5100.0,95.0,False,False,Banana,frozen,7.656119806842277e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,10,15,85,generic,False,False,0.0,FaZe Clan,t,83490,8,0.0,394.8911,1891.111,136.22588,1.0,5050.0,100,False,False,Banana,jL,76561198176878303,0.0,Natus Vincere,ct,8,hegrenade,25
266,95,0.0,688.97565,2113.3372,138.82689,1.0,4950.0,84.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,0,4,67,generic,False,False,0.0,FaZe Clan,t,83499,8,0.0,104.31873,1401.2421,102.181625,1.0,5100.0,71,False,False,Banana,frozen,76561198068422762,0.0,FaZe Clan,t,8,inferno,4
268,89,0.0,-319.96667,896.92993,6.1462235,1.0,5000.0,100.0,False,False,TRamp,karrigan,7.656119798943026e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,0,1,83,generic,False,False,0.0,FaZe Clan,t,83505,8,0.0,704.2731,2113.0686,136.03133,1.0,4950.0,84,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,ct,8,inferno,1
269,95,0.0,722.3031,2118.481,136.03131,1.0,4950.0,83.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,0,4,63,generic,False,False,0.0,FaZe Clan,t,83512,8,0.0,104.413666,1401.104,102.1721,1.0,5100.0,67,False,False,Banana,frozen,76561198068422762,0.0,FaZe Clan,t,8,inferno,4
273,85,0.0,736.5489,2130.9993,136.03131,1.0,4950.0,83.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,0,5,10,generic,False,False,0.0,FaZe Clan,t,83525,8,0.0,104.413666,1401.104,102.1721,1.0,5100.0,15,False,False,Banana,frozen,76561198068422762,0.0,FaZe Clan,t,8,inferno,5
275,89,0.0,-293.8686,914.791,13.57715,1.0,5000.0,100.0,False,False,TRamp,karrigan,7.656119798943026e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,0,4,79,generic,False,False,0.0,FaZe Clan,t,83543,8,0.0,732.1456,2116.978,136.03131,1.0,4950.0,83,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,ct,8,inferno,4
276,89,0.0,635.4473,664.21027,103.10303,1.0,5000.0,100.0,False,False,Middle,karrigan,7.656119798943026e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,0,8,71,generic,False,False,0.0,FaZe Clan,t,83902,8,0.0,726.42334,2130.2869,136.03131,1.0,4950.0,79,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,ct,8,inferno,8
277,89,0.0,661.24725,662.2,101.50659,1.0,5000.0,100.0,False,False,Middle,karrigan,7.656119798943026e+16,0.0,FaZe Clan,t,8.0,1.0,Natus Vincere,ct,0,8,63,generic,False,False,0.0,FaZe Clan,t,83915,8,0.0,693.40125,2109.5298,138.82689,1.0,4950.0,71,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,ct,8,inferno,8
292,86,0.0,736.4871,2257.0327,136.03146,1.0,4250.0,63.0,False,False,BombsiteB,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,ct,8.0,1.0,Natus Vincere,ct,14,22,78,generic,False,False,0.0,FaZe Clan,t,85390,8,0.0,275.16144,1860.591,129.60744,1.0,7450.0,100,False,False,Banana,broky,76561198201620490,0.0,FaZe Clan,t,8,hegrenade,36
294,89,0.0,1434.6749,190.36743,131.2908,0.0,4850.0,100.0,False,False,TopofMid,b1t,7.656119824660747e+16,1.0,Natus Vincere,ct,9.0,0.0,Natus Vincere,ct,0,0,100,generic,False,False,1.0,FaZe Clan,t,93029,9,0.0,1434.6749,190.36743,131.2908,0.0,4850.0,100,False,False,TopofMid,b1t,76561198246607476,1.0,Natus Vincere,ct,9,hegrenade,0
295,86,0.0,-272.44855,780.03186,24.793486,0.0,800.0,100.0,False,False,TRamp,frozen,7.656119806842277e+16,1.0,FaZe Clan,t,9.0,0.0,Natus Vincere,ct,0,0,100,generic,False,False,1.0,FaZe Clan,t,93456,9,0.0,-27.52594,898.3368,80.03125,0.0,6750.0,100,False,False,TRamp,broky,76561198201620490,1.0,FaZe Clan,t,9,hegrenade,0
311,95,0.0,-142.04309,913.82605,48.41777,0.0,4200.0,100.0,False,False,TRamp,frozen,7.656119806842277e+16,2.0,FaZe Clan,t,10.0,0.0,Natus Vincere,ct,5,8,92,generic,False,False,2.0,FaZe Clan,t,98814,10,0.0,316.3545,1930.0023,136.72911,0.0,5400.0,100,False,False,Banana,jL,76561198176878303,2.0,Natus Vincere,ct,10,hegrenade,13
312,99,0.0,-142.04309,913.82605,48.41777,0.0,4200.0,100.0,False,False,TRamp,frozen,7.656119806842277e+16,2.0,FaZe Clan,t,10.0,0.0,Natus Vincere,ct,1,1,99,generic,False,False,2.0,FaZe Clan,t,98814,10,0.0,697.2489,2114.5579,136.03133,0.0,5800.0,100,False,False,Banana,iM,76561198050250233,2.0,Natus Vincere,ct,10,hegrenade,2
313,100,0.0,2360.5713,1126.8499,171.48776,0.0,7950.0,100.0,False,False,BombsiteA,w0nderful,7.656119906306883e+16,2.0,Natus Vincere,ct,10.0,0.0,Natus Vincere,ct,0,8,92,generic,False,False,2.0,FaZe Clan,t,101533,10,0.0,1482.6469,528.6855,119.153656,0.0,4400.0,100,False,False,TopofMid,rain,76561197997351207,2.0,FaZe Clan,t,10,inferno,8
314,100,0.0,2366.1206,1125.0381,170.81944,0.0,7950.0,100.0,False,False,BombsiteA,w0nderful,7.656119906306883e+16,2.0,Natus Vincere,ct,10.0,0.0,Natus Vincere,ct,0,8,84,generic,False,False,2.0,FaZe Clan,t,101546,10,0.0,1484.8936,571.93274,118.779785,0.0,4400.0,92,False,False,TopofMid,rain,76561197997351207,2.0,FaZe Clan,t,10,inferno,8
382,80,0.0,95.85388,1530.9447,174.26256,2.0,3450.0,100.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,t,13.0,2.0,FaZe Clan,ct,0,3,24,generic,False,False,0.0,Natus Vincere,t,131280,13,0.0,712.25055,2025.2562,136.03128,2.0,3900.0,27,False,False,Banana,jL,76561198176878303,0.0,Natus Vincere,t,13,inferno,3
383,80,0.0,105.43204,1564.3722,160.63377,2.0,3450.0,100.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,t,13.0,2.0,FaZe Clan,ct,0,3,21,generic,False,False,0.0,Natus Vincere,t,131293,13,0.0,736.70306,2011.1747,136.03128,2.0,3900.0,24,False,False,Banana,jL,76561198176878303,0.0,Natus Vincere,t,13,inferno,3
384,80,0.0,121.04572,1594.7855,141.35416,2.0,3450.0,100.0,False,False,Banana,Aleksib,7.656119801324333e+16,0.0,Natus Vincere,t,13.0,2.0,FaZe Clan,ct,0,3,18,generic,False,False,0.0,Natus Vincere,t,131305,13,0.0,769.49695,2000.7347,136.03128,2.0,3900.0,21,False,False,Banana,jL,76561198176878303,0.0,Natus Vincere,t,13,inferno,3
419,84,0.0,1454.8807,627.5883,121.01364,0.0,4500.0,100.0,False,False,TopofMid,ropz,7.656119799127232e+16,1.0,FaZe Clan,ct,14.0,0.0,FaZe Clan,ct,16,24,76,generic,False,False,1.0,Natus Vincere,t,140054,14,0.0,152.96753,803.67944,80.03125,0.0,2400.0,100,False,False,Middle,Aleksib,76561198013243326,1.0,Natus Vincere,t,14,hegrenade,40
420,95,0.0,1454.8807,627.5883,121.01364,0.0,4500.0,100.0,False,False,TopofMid,ropz,7.656119799127232e+16,1.0,FaZe Clan,ct,14.0,0.0,FaZe Clan,ct,5,8,92,generic,False,False,1.0,Natus Vincere,t,140054,14,0.0,30.357279,902.57587,80.67315,0.0,2250.0,100,False,False,TRamp,jL,76561198176878303,1.0,Natus Vincere,t,14,hegrenade,13
421,95,0.0,771.8932,2165.7878,136.0313,0.0,5800.0,100.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,ct,14.0,0.0,FaZe Clan,ct,0,1,91,generic,False,False,1.0,Natus Vincere,t,140780,14,0.0,-13.014893,1359.7938,104.031235,0.0,2250.0,92,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,t,14,inferno,1
422,95,0.0,781.5437,2147.0728,136.03131,0.0,5800.0,100.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,ct,14.0,0.0,FaZe Clan,ct,0,2,89,generic,False,False,1.0,Natus Vincere,t,140793,14,0.0,31.04337,1360.4843,104.03125,0.0,2250.0,91,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,t,14,inferno,2
423,65,0.0,558.4887,2075.2268,139.20262,0.0,5800.0,100.0,False,False,Banana,frozen,7.656119806842277e+16,1.0,FaZe Clan,ct,14.0,0.0,FaZe Clan,ct,30,45,44,generic,False,False,1.0,Natus Vincere,t,140983,14,0.0,259.67398,1238.6552,109.633896,0.0,2250.0,89,False,False,Banana,jL,76561198176878303,1.0,Natus Vincere,t,14,hegrenade,75
460,0,0.0,1249.8193,176.86101,200.99016,0.0,3750.0,0.0,False,False,Apartments,broky,7.65611982016205e+16,2.0,FaZe Clan,ct,15.0,0.0,FaZe Clan,ct,0,11,89,generic,False,False,2.0,Natus Vincere,t,151148,15,0.0,891.38635,47.047485,204.32793,0.0,300.0,100,False,False,SecondMid,iM,76561198050250233,2.0,Natus Vincere,t,15,hegrenade,11
475,87,0.0,699.46606,2462.1218,138.72249,1.0,1550.0,100.0,False,False,BombsiteB,rain,7.65611979973512e+16,0.0,FaZe Clan,ct,16.0,1.0,FaZe Clan,ct,13,20,80,generic,False,False,0.0,Natus Vincere,t,158291,16,0.0,67.52868,1257.8301,96.60007,1.0,5200.0,100,False,False,Banana,Aleksib,76561198013243326,0.0,Natus Vincere,t,16,hegrenade,33
476,90,0.0,699.46606,2462.1218,138.72249,1.0,1550.0,100.0,False,False,BombsiteB,rain,7.65611979973512e+16,0.0,FaZe Clan,ct,16.0,1.0,FaZe Clan,ct,10,15,85,generic,False,False,0.0,Natus Vincere,t,158291,16,0.0,152.92378,944.795,82.76929,1.0,5600.0,100,False,False,Banana,w0nderful,76561199063068840,0.0,Natus Vincere,t,16,hegrenade,25
503,0,0.0,248.63837,-55.99164,65.53125,2.0,5100.0,100.0,False,False,SecondMid,b1t,7.656119824660747e+16,0.0,Natus Vincere,t,17.0,2.0,FaZe Clan,ct,0,1,99,generic,False,False,0.0,Natus Vincere,t,168869,17,0.0,1238.5146,62.37502,256.03125,2.0,200.0,100,False,False,Apartments,rain,76561197997351207,0.0,FaZe Clan,ct,17,inferno,1
